cenario;status
Número_primo_zero-shot-triplas_RDF_140_deepseek-r1:1.5b_0.7_0.95_40;erro
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_deepseek-r1:14b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_deepseek-r1:14b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_gemma3:12b_0.7_0.95_40;sucesso
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_gemma3:12b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_gemma3:12b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_gemma3:27b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_gemma3:27b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_gemma3:4b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_gemma3:4b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_phi4:14b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_phi4:14b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_qwen2.5:14b_0.7_0.95_40;sucesso
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_gemma3:12b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_qwen2.5:14b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_qwen2.5:32b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_qwen2.5:32b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_qwen2.5:3b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_qwen2.5:3b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_qwen3:14b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_qwen3:14b_0.7_0.95_40;erro
Número_primo_zero-shot-triplas_RDF_140_qwen3:30b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_qwen3:30b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_qwen3:32b_0.7_0.95_40;erro
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_gemma3:27b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_qwen3:32b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_qwen3:4b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_qwen3:4b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_RDF_140_qwen3:8b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_RDF_140_qwen3:8b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_deepseek-r1:14b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_deepseek-r1:14b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_gemma3:27b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_gemma3:12b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_gemma3:12b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_gemma3:27b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_gemma3:27b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_gemma3:4b_0.7_0.95_40;sucesso
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_gemma3:4b_0.7_0.95_40;sucesso
Normandos_few-shot-triplas_RDF_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_gemma3:4b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_phi4:14b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_phi4:14b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_qwen2.5:14b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_qwen2.5:14b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_qwen2.5:32b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_qwen2.5:32b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_qwen2.5:3b_0.7_0.95_40;sucesso
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_gemma3:4b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_qwen2.5:3b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_qwen3:14b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_qwen3:14b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_qwen3:30b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_qwen3:30b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_qwen3:32b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_qwen3:32b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_qwen3:4b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_qwen3:4b_0.7_0.95_40;sucesso
Número_primo_zero-shot-triplas_verbalizado_140_qwen3:8b_0.7_0.95_40;sucesso
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Número_primo_few-shot-triplas_verbalizado_140_qwen3:8b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_deepseek-r1:14b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_deepseek-r1:32b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_deepseek-r1:7b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_deepseek-r1:8b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_gemma3:12b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_gemma3:27b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_gemma3:4b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_granite3.1-dense:8b_0.7_0.95_40;sucesso
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_phi4:14b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_qwen2.5:14b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_qwen2.5:32b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_qwen2.5:3b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_qwen3:14b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_qwen3:30b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_qwen3:32b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_qwen3:4b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot_qwen3:8b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_phi4:14b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_deepseek-r1:14b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_deepseek-r1:14b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_gemma3:12b_0.7_0.95_40;sucesso
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_phi4:14b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_gemma3:12b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_gemma3:27b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_gemma3:27b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_gemma3:4b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_gemma3:4b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_phi4:14b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_phi4:14b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_qwen2.5:14b_0.7_0.95_40;sucesso
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_qwen2.5:14b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_qwen2.5:14b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_qwen2.5:32b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_qwen2.5:32b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_qwen2.5:3b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_qwen2.5:3b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_qwen3:14b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_qwen3:14b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_qwen3:30b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_qwen3:30b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_qwen3:32b_0.7_0.95_40;sucesso
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_qwen2.5:14b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_qwen3:32b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_qwen3:4b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_qwen3:4b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_RDF_140_qwen3:8b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_RDF_140_qwen3:8b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_deepseek-r1:1.5b_0.7_0.95_40;erro
Rio_Reno_few-shot-triplas_verbalizado_140_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_deepseek-r1:14b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_deepseek-r1:14b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_qwen2.5:32b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_gemma3:12b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_gemma3:12b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_gemma3:27b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_gemma3:27b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_gemma3:4b_0.7_0.95_40;sucesso
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_qwen2.5:32b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_gemma3:4b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_granite3.1-dense:8b_0.7_0.95_40;erro
Rio_Reno_few-shot-triplas_verbalizado_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_phi4:14b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_phi4:14b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_qwen2.5:14b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_qwen2.5:14b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_qwen2.5:32b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_qwen2.5:32b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_qwen2.5:3b_0.7_0.95_40;sucesso
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_qwen2.5:3b_0.7_0.95_40;sucesso
Normandos_zero-shot-triplas_RDF_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_qwen2.5:3b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_qwen3:14b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_qwen3:14b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_qwen3:30b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_qwen3:30b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_qwen3:32b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_qwen3:32b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_qwen3:4b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_qwen3:4b_0.7_0.95_40;sucesso
Rio_Reno_zero-shot-triplas_verbalizado_140_qwen3:8b_0.7_0.95_40;sucesso
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_qwen2.5:3b_0.7_0.95_40;sucesso
Rio_Reno_few-shot-triplas_verbalizado_140_qwen3:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_deepseek-r1:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_deepseek-r1:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_deepseek-r1:7b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_deepseek-r1:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_gemma3:12b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_gemma3:27b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_gemma3:4b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_granite3.1-dense:8b_0.7_0.95_40;sucesso
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_qwen3:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_phi4:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_qwen2.5:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_qwen2.5:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_qwen2.5:3b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_qwen3:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_qwen3:30b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_qwen3:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_qwen3:4b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot_qwen3:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_qwen3:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_deepseek-r1:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_deepseek-r1:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_gemma3:12b_0.7_0.95_40;sucesso
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_qwen3:30b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_gemma3:12b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_gemma3:27b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_gemma3:27b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_gemma3:4b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_gemma3:4b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_phi4:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_phi4:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_qwen2.5:14b_0.7_0.95_40;sucesso
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_qwen3:30b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_qwen2.5:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_qwen2.5:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_qwen2.5:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_qwen2.5:3b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_qwen2.5:3b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_qwen3:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_qwen3:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_qwen3:30b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_qwen3:30b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_qwen3:32b_0.7_0.95_40;sucesso
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_qwen3:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_qwen3:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_qwen3:4b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_qwen3:4b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_RDF_140_qwen3:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_RDF_140_qwen3:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_deepseek-r1:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_deepseek-r1:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_qwen3:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_deepseek-r1:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_deepseek-r1:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_gemma3:12b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_gemma3:12b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_gemma3:27b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_gemma3:27b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_gemma3:4b_0.7_0.95_40;sucesso
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_qwen3:4b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_gemma3:4b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_granite3.1-dense:8b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_phi4:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_phi4:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_qwen2.5:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_qwen2.5:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_qwen2.5:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_qwen2.5:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_qwen2.5:3b_0.7_0.95_40;sucesso
Sul_da_Califórnia_few-shot-triplas_verbalizado_140_qwen3:4b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_qwen2.5:3b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_qwen3:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_qwen3:14b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_qwen3:30b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_qwen3:30b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_qwen3:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_qwen3:32b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_qwen3:4b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_qwen3:4b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_zero-shot-triplas_verbalizado_140_qwen3:8b_0.7_0.95_40;sucesso
Sul_da_Califórnia_zero-shot-triplas_verbalizado_140_qwen3:8b_0.7_0.95_40;sucesso
Normandos_few-shot-triplas_RDF_140_deepseek-r1:7b_0.7_0.95_40;sucesso
Parlamento_da_Escócia_few-shot-triplas_verbalizado_140_qwen3:8b_0.7_0.95_40;sucesso
Islamismo_político_zero-shot_deepseek-r1:1.5b_0.7_0.95_40;sucesso
Islamismo_político_zero-shot_deepseek-r1:14b_0.7_0.95_40;sucesso
Islamismo_político_zero-shot_deepseek-r1:32b_0.7_0.95_40;sucesso
Islamismo_político_zero-shot_deepseek-r1:7b_0.7_0.95_40;sucesso
Islamismo_político_zero-shot_deepseek-r1:8b_0.7_0.95_40;sucesso
